S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
S. cohnii DSM20262
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
K. terrigena DSM2687
